hs6_2022,hs6_2017
440322,440322
440323,440323
440324,440324
440325,440325
440326,440326
440341,440341
440342,440349
440349,440349
440391,440391
440393,440393
440394,440394
440395,440395
440396,440396
440397,440397
440398,440398
440399,440399
440410,440410
440420,440420
440500,440500
440611,440611
440612,440612
440691,440691
440692,440692
440711,440711
440712,440712
440713,440712
440714,440712
440719,440719
440721,440721
440722,440722
440723,440729
440725,440725
440726,440726
440727,440727
440728,440728
440729,440729
440791,440791
440792,440792
440793,440793
440794,440794
440795,440795
440796,440796
440797,440797
440799,440799
440810,440810
440831,440831
440839,440839
440890,440890
440910,440910
440921,440921
440922,440922
440929,440929
441011,441011
441012,441012
441019,441019
441090,441090
441112,441112
441113,441113
441114,441114
441192,441192
441193,441193
441194,441194
441210,441210
441231,441231
441233,441233
441234,441234
441239,441239
441241,441299
441242,441299
441249,441299
441251,441294
441252,441294
441259,441294
441291,441299
441292,441299
441299,441299
441300,441300
441410,441400
441490,441400
441510,441510
441520,441520
441600,441600
441700,441700
441811,441810
441819,441810
441821,441820
441829,441820
441830,441860
441840,441840
441850,441850
441873,441873
441874,441874
441875,441875
441879,441879
441881,441899
441882,441899
441883,441899
441889,441899
441891,441891
441892,441899
441899,441899
441911,441911
441912,441912
441919,441919
441920,441990
441990,441990
442011,442010
442019,442010
442090,442090
442110,442110
442120,442199
442191,442191
442199,442199
450110,450110
450190,450190
450200,450200
450310,450310
450390,450390
450410,450410
450490,450490
460121,460121
460122,460122
460129,460129
460192,460192
460193,460193
460194,460194
460199,460199
460211,460211
460212,460212
460219,460219
460290,460290
470100,470100
470200,470200
470311,470311
470319,470319
470321,470321
470329,470329
470411,470411
470419,470419
470421,470421
470429,470429
470500,470500
470610,470610
470620,470620
470630,470630
470691,470691
470692,470692
470693,470693
470710,470710
470720,470720
470730,470730
470790,470790
480100,480100
480210,480210
480220,480220
480240,480240
480254,480254
480255,480255
480256,480256
480257,480257
480258,480258
480261,480261
480262,480262
480269,480269
480300,480300
480411,480411
480419,480419
480421,480421
480429,480429
480431,480431
480439,480439
480441,480441
480442,480442
480449,480449
480451,480451
480452,480452
480459,480459
480511,480511
480512,480512
480519,480519
480524,480524
480525,480525
480530,480530
480540,480540
480550,480550
480591,480591
480592,480592
480593,480593
480610,480610
480620,480620
480630,480630
480640,480640
480700,480700
480810,480810
480840,480840
480890,480890
480920,480920
480990,480990
481013,481013
481014,481014
481019,481019
481022,481022
481029,481029
481031,481031
481032,481032
481039,481039
481092,481092
481099,481099
481110,481110
481141,481141
481149,481149
481151,481151
481159,481159
481160,481160
481190,481190
481200,481200
481310,481310
481320,481320
481390,481390
481420,481420
481490,481490
481620,481620
481690,481690
481710,481710
481720,481720
481730,481730
481810,481810
481820,481820
481830,481830
481850,481850
481890,481890
481910,481910
481920,481920
481930,481930
481940,481940
481950,481950
481960,481960
482010,482010
482020,482020
482030,482030
482040,482040
482050,482050
482090,482090
482110,482110
482190,482190
482210,482210
482290,482290
482320,482320
482340,482340
482361,482361
482369,482369
482370,482370
482390,482390
490110,490110
490191,490191
490199,490199
490210,490210
490290,490290
490300,490300
490400,490400
490520,490591
490590,490599
490600,490600
490700,490700
490810,490810
490890,490890
490900,490900
491000,491000
491110,491110
491191,491191
491199,491199
500100,500100
500200,500200
500300,500300
500400,500400
500500,500500
500600,500600
500710,500710
500720,500720
500790,500790
510111,510111
510119,510119
510121,510121
510129,510129
510130,510130
510211,510211
510219,510219
510220,510220
510310,510310
510320,510320
510330,510330
510400,510400
510510,510510
510521,510521
510529,510529
510531,510531
510539,510539
510540,510540
510610,510610
510620,510620
510710,510710
510720,510720
510810,510810
510820,510820
510910,510910
510990,510990
511000,511000
511111,511111
511119,511119
511120,511120
511130,511130
511190,511190
511211,511211
511219,511219
511220,511220
511230,511230
511290,511290
511300,511300
520100,520100
520210,520210
520291,520291
520299,520299
520300,520300
520411,520411
520419,520419
520420,520420
520511,520511
520512,520512
520513,520513
520514,520514
520515,520515
520521,520521
520522,520522
520523,520523
520524,520524
520526,520526
520527,520527
520528,520528
520531,520531
520532,520532
520533,520533
520534,520534
520535,520535
520541,520541
520542,520542
520543,520543
520544,520544
520546,520546
520547,520547
520548,520548
520611,520611
520612,520612
520613,520613
520614,520614
520615,520615
520621,520621
520622,520622
520623,520623
520624,520624
520625,520625
520631,520631
520632,520632
520633,520633
520634,520634
520635,520635
520641,520641
520642,520642
520643,520643
520644,520644
520645,520645
520710,520710
520790,520790
520811,520811
520812,520812
520813,520813
520819,520819
520821,520821
520822,520822
520823,520823
520829,520829
520831,520831
520832,520832
520833,520833
520839,520839
520841,520841
520842,520842
520843,520843
520849,520849
520851,520851
520852,520852
520859,520859
520911,520911
520912,520912
520919,520919
520921,520921
520922,520922
520929,520929
520931,520931
520932,520932
520939,520939
520941,520941
520942,520942
520943,520943
520949,520949
520951,520951
520952,520952
520959,520959
521011,521011
521019,521019
521021,521021
521029,521029
521031,521031
521032,521032
521039,521039
521041,521041
521049,521049
521051,521051
521059,521059
521111,521111
521112,521112
521119,521119
521120,521120
521131,521131
521132,521132
521139,521139
521141,521141
521142,521142
521143,521143
521149,521149
521151,521151
521152,521152
521159,521159
521211,521211
521212,521212
521213,521213
521214,521214
521215,521215
521221,521221
521222,521222
521223,521223
521224,521224
521225,521225
530110,530110
530121,530121
530129,530129
530130,530130
530210,530210
530290,530290
530310,530310
530390,530390
530500,530500
530610,530610
530620,530620
530710,530710
530720,530720
530810,530810
530820,530820
530890,530890
530911,530911
530919,530919
530921,530921
530929,530929
531010,531010
531090,531090
531100,531100
540110,540110
540120,540120
540211,540211
540219,540219
540220,540220
540231,540231
540232,540232
540233,540233
540234,540234
540239,540239
540244,540244
540245,540245
540246,540246
540247,540247
540248,540248
540249,540249
540251,540251
540252,540252
540253,540253
540259,540259
540261,540261
540262,540262
540263,540263
540269,540269
540310,540310
540331,540331
540332,540332
540333,540333
540339,540339
540341,540341
540342,540342
540349,540349
540411,540411
540412,540412
540419,540419
540490,540490
540500,540500
540600,540600
540710,540710
540720,540720
540730,540730
540741,540741
540742,540742
540743,540743
540744,540744
540751,540751
540752,540752
540753,540753
540754,540754
540761,540761
540769,540769
540771,540771
540772,540772
540773,540773
540774,540774
540781,540781
540782,540782
540783,540783
540784,540784
540791,540791
540792,540792
540793,540793
540794,540794
540810,540810
540821,540821
540822,540822
540823,540823
540824,540824
540831,540831
540832,540832
540833,540833
540834,540834
550111,550110
550119,550110
550120,550120
550130,550130
550140,550140
550190,550190
550210,550210
550290,550290
550311,550311
550319,550319
550320,550320
550330,550330
550340,550340
550390,550390
550410,550410
550490,550490
550510,550510
550520,550520
550610,550610
550620,550620
550630,550630
550640,550640
550690,550690
550700,550700
550810,550810
550820,550820
550911,550911
550912,550912
550921,550921
550922,550922
550931,550931
550932,550932
550941,550941
550942,550942
550951,550951
550952,550952
550953,550953
550959,550959
550961,550961
550962,550962
550969,550969
550991,550991
550992,550992
550999,550999
551011,551011
551012,551012
551020,551020
551030,551030
551090,551090
551110,551110
551120,551120
551130,551130
551211,551211
551219,551219
551221,551221
551229,551229
551291,551291
551299,551299
551311,551311
551312,551312
551313,551313
551319,551319
551321,551321
551323,551323
551329,551329
551331,551331
551339,551339
551341,551341
551349,551349
551411,551411
551412,551412
551419,551419
551421,551421
551422,551422
551423,551423
551429,551429
551430,551430
551441,551441
551442,551442
551443,551443
551449,551449
551511,551511
551512,551512
551513,551513
551519,551519
551521,551521
551522,551522
551529,551529
551591,551591
551599,551599
551611,551611
551612,551612
551613,551613
551614,551614
551621,551621
551622,551622
551623,551623
551624,551624
551631,551631
551632,551632
551633,551633
551634,551634
551641,551641
551642,551642
551643,551643
551644,551644
551691,551691
551692,551692
551693,551693
551694,551694
560121,560121
560122,560122
560129,560129
560130,560130
560210,560210
560221,560221
560229,560229
560290,560290
560311,560311
560312,560312
560313,560313
560314,560314
560391,560391
560392,560392
560393,560393
560394,560394
560410,560410
560490,560490
560500,560500
560600,560600
560721,560721
560729,560729
560741,560741
560749,560749
560750,560750
560790,560790
560811,560811
560819,560819
560890,560890
560900,560900
570110,570110
570190,570190
570210,570210
570220,570220
570231,570231
570232,570232
570239,570239
570241,570241
570242,570242
570249,570249
570250,570250
570291,570291
570292,570292
570299,570299
570310,570310
570321,570320
570329,570320
570331,570330
570339,570330
570390,570390
570410,570410
570420,570420
570490,570490
570500,570500
580110,580110
580121,580121
580122,580122
580123,580123
580126,580126
580127,580127
580131,580131
580132,580132
580133,580133
580136,580136
580137,580137
580190,580190
580210,580219
580220,580220
580230,580230
580300,580300
580410,580410
580421,580421
580429,580429
580430,580430
580500,580500
580610,580610
580620,580620
580631,580631
580632,580632
580639,580639
580640,580640
580710,580710
580790,580790
580810,580810
580890,580890
580900,580900
581010,581010
581091,581091
581092,581092
581099,581099
581100,581100
590110,590110
590190,590190
590210,590210
590220,590220
590290,590290
590310,590310
590320,590320
590390,590390
590410,590410
590490,590490
590500,590500
590610,590610
590691,590691
590699,590699
590700,590700
590800,590800
590900,590900
591000,591000
591110,591110
591120,591120
591131,591131
591132,591132
591140,591140
591190,591190
600110,600110
600121,600121
600122,600122
600129,600129
600191,600191
600192,600192
600199,600199
600240,600240
600290,600290
600310,600310
600320,600320
600330,600330
600340,600340
600390,600390
600410,600410
600490,600490
600521,600521
600522,600522
600523,600523
600524,600524
600535,600535
600536,600536
600537,600537
600538,600538
600539,600539
600541,600541
600542,600542
600543,600543
600544,600544
600590,600590
600610,600610
600621,600621
600622,600622
600623,600623
600624,600624
600631,600631
600632,600632
600633,600633
600634,600634
600641,600641
600642,600642
600643,600643
600644,600644
600690,600690
610120,610120
610130,610130
610190,610190
610210,610210
610220,610220
610230,610230
610290,610290
610310,610310
610322,610322
610323,610323
610329,610329
610331,610331
610332,610332
610333,610333
610339,610339
610341,610341
610342,610342
610343,610343
610349,610349
610413,610413
610419,610419
610422,610422
610423,610423
610429,610429
610431,610431
610432,610432
610433,610433
610439,610439
610441,610441
610442,610442
610443,610443
610444,610444
610449,610449
610451,610451
610452,610452
610453,610453
610459,610459
610461,610461
610462,610462
610463,610463
610469,610469
610510,610510
610520,610520
610590,610590
610610,610610
610620,610620
610690,610690
610711,610711
610712,610712
610719,610719
610721,610721
610722,610722
610729,610729
610791,610791
610799,610799
610811,610811
610819,610819
610821,610821
610822,610822
610829,610829
610831,610831
610832,610832
610839,610839
610891,610891
610892,610892
610899,610899
610910,610910
610990,610990
611011,611011
611012,611012
611019,611019
611020,611020
611030,611030
611090,611090
611120,611120
611130,611130
611190,611190
611211,611211
611212,611212
611219,611219
611220,611220
611231,611231
611239,611239
611241,611241
611249,611249
611300,611300
611420,611420
611430,611430
611490,611490
611510,611510
611521,611521
611522,611522
611529,611529
611530,611530
611594,611594
611595,611595
611596,611596
611599,611599
611610,611610
611691,611691
611692,611692
611693,611693
611699,611699
611710,611710
611780,611780
611790,611790
620120,620111
620130,620192
620140,620193
620190,620199
620220,620211
620230,620292
620240,620293
620290,620299
620311,620311
620312,620312
620319,620319
620322,620322
620323,620323
620329,620329
620331,620331
620332,620332
620333,620333
620339,620339
620341,620341
620342,620342
620343,620343
620349,620349
620411,620411
620412,620412
620413,620413
620419,620419
620421,620421
620422,620422
620423,620423
620429,620429
620431,620431
620432,620432
620433,620433
620439,620439
620441,620441
620442,620442
620443,620443
620444,620444
620449,620449
620451,620451
620452,620452
620453,620453
620459,620459
620461,620461
620462,620462
620463,620463
620469,620469
620520,620520
620530,620530
620590,620590
620610,620610
620620,620620
620630,620630
620640,620640
620690,620690
620711,620711
620719,620719
620721,620721
620722,620722
620729,620729
620791,620791
620799,620799
620811,620811
620819,620819
620821,620821
620822,620822
620829,620829
620891,620891
620892,620892
620899,620899
620920,620920
620930,620930
620990,620990
621010,621010
621020,621020
621030,621030
621040,621040
621050,621050
621111,621111
621112,621112
621120,621120
621132,621132
621133,621133
621139,621139
621142,621142
621143,621143
621149,621149
621210,621210
621220,621220
621230,621230
621290,621290
621320,621320
621390,621390
621410,621410
621420,621420
621430,621430
621440,621440
621490,621490
621510,621510
621520,621520
621590,621590
621600,621600
621710,621710
621790,621790
630110,630110
630120,630120
630130,630130
630140,630140
630190,630190
630210,630210
630221,630221
630222,630222
630229,630229
630231,630231
630232,630232
630239,630239
630240,630240
630251,630251
630253,630253
630259,630259
630260,630260
630291,630291
630293,630293
630299,630299
630312,630312
630319,630319
630391,630391
630392,630392
630399,630399
630411,630411
630419,630419
630420,630420
630491,630491
630492,630492
630493,630493
630499,630499
630510,630510
630520,630520
630532,630532
630533,630533
630539,630539
630590,630590
630612,630612
630619,630619
630622,630622
630629,630629
630630,630630
630640,630640
630690,630690
630710,630710
630720,630720
630790,630790
630800,630800
630900,630900
631010,631010
631090,631090
640110,640110
640192,640192
640199,640199
640212,640212
640219,640219
640220,640220
640291,640291
640299,640299
640312,640312
640319,640319
640320,640320
640340,640340
640351,640351
640359,640359
640391,640391
640399,640399
640411,640411
640419,640419
640420,640420
640510,640510
640520,640520
640590,640590
640610,640610
640620,640620
640690,640690
650100,650100
650200,650200
650400,650400
650500,650500
650610,650610
650691,650691
650699,650699
650700,650700
660110,660110
660191,660191
660199,660199
660200,660200
660320,660320
660390,660390
670100,670100
670210,670210
670290,670290
670300,670300
670411,670411
670419,670419
670420,670420
670490,670490
680100,680100
680210,680210
680221,680221
680223,680223
680229,680229
680291,680291
680292,680292
680293,680293
680299,680299
680300,680300
680410,680410
680421,680421
680422,680422
680423,680423
680430,680430
680510,680510
680520,680520
680530,680530
680610,680610
680620,680620
680690,680690
680710,680710
680790,680790
680800,680800
680911,680911
680919,680919
680990,680990
681011,681011
681019,681019
681091,681091
681099,681099
681140,681140
681181,681181
681182,681182
681189,681189
681280,681280
681291,681291
681299,681299
681320,681320
681381,681381
681389,681389
681410,681410
681490,681490
681511,681599
681512,681599
681513,681599
681519,681510
681520,681520
681591,681591
681599,681599
690100,690100
690210,690210
690220,690220
690290,690290
690310,690310
690320,690320
690390,690390
690410,690410
690490,690490
690510,690510
690590,690590
690600,690600
690721,690721
690722,690722
690723,690723
690730,690730
690740,690740
690911,690911
690912,690912
690919,690919
690990,690990
691010,691010
691090,691090
691110,691110
691190,691190
691200,691200
691310,691310
691390,691390
691410,691410
691490,691490
700100,700100
700210,700210
700220,700220
700231,700231
700232,700232
700239,700239
700312,700312
700319,700319
700320,700320
700330,700330
700420,700420
700490,700490
700510,700510
700521,700521
700529,700529
700530,700530
700600,700600
700711,700711
700719,700719
700721,700721
700729,700729
700800,700800
700910,700910
700991,700991
700992,700992
701010,701010
701020,701020
701090,701090
701110,701110
701120,701120
701190,701190
701310,701310
701322,701322
701328,701328
701333,701333
701337,701337
701341,701341
701342,701342
701349,701349
701391,701391
701399,701399
701400,701400
701510,701510
701590,701590
701610,701610
701690,701690
701710,701710
701720,701720
701790,701790
701810,701810
701820,701820
701890,701890
701911,701911
701912,701912
701913,701919
701914,701931
701915,701931
701919,701931
701961,701940
701962,701939
701963,701959
701964,701959
701965,701940
701966,701959
701969,701939
701971,701932
701972,701939
701973,701939
701980,701990
701990,701990
702000,702000
710110,710110
710121,710121
710122,710122
710210,710210
710221,710221
710229,710229
710231,710231
710239,710239
710310,710310
710391,710391
710399,710399
710410,710410
710421,710420
710429,710420
710491,710490
710499,710490
710510,710510
710590,710590
710610,710610
710691,710691
710692,710692
710700,710700
710811,710811
710812,710812
710813,710813
710820,710820
710900,710900
711011,711011
711019,711019
711021,711021
711029,711029
711031,711031
711039,711039
711041,711041
711049,711049
711100,711100
711230,711230
711291,711291
711292,711292
711299,711299
711311,711311
711319,711319
711320,711320
711411,711411
711419,711419
711420,711420
711510,711510
711590,711590
711610,711610
711620,711620
711711,711711
711719,711719
711790,711790
711810,711810
711890,711890
720110,720110
720120,720120
720150,720150
720211,720211
720219,720219
720221,720221
720229,720229
720230,720230
720241,720241
720249,720249
720250,720250
720260,720260
720270,720270
720280,720280
720291,720291
720292,720292
720293,720293
720299,720299
720310,720310
720390,720390
720410,720410
720421,720421
720429,720429
720430,720430
720441,720441
720449,720449
720450,720450
720510,720510
720521,720521
720529,720529
720610,720610
720690,720690
720711,720711
720712,720712
720719,720719
720720,720720
720810,720810
720825,720825
720826,720826
720827,720827
720836,720836
720837,720837
720838,720838
720839,720839
720840,720840
720851,720851
720852,720852
720853,720853
720854,720854
720890,720890
720915,720915
720916,720916
720917,720917
720918,720918
720925,720925
720926,720926
720927,720927
720928,720928
720990,720990
721011,721011
721012,721012
721020,721020
721030,721030
721041,721041
721049,721049
721050,721050
721061,721061
721069,721069
721070,721070
721090,721090
721113,721113
721114,721114
721119,721119
721123,721123
721129,721129
721190,721190
721210,721210
721220,721220
721230,721230
721240,721240
721250,721250
721260,721260
721310,721310
721320,721320
721391,721391
721399,721399
721410,721410
721420,721420
721430,721430
721491,721491
721499,721499
721510,721510
721550,721550
721590,721590
721610,721610
721621,721621
721622,721622
721631,721631
721632,721632
721633,721633
721640,721640
721650,721650
721661,721661
721669,721669
721691,721691
721699,721699
721710,721710
721720,721720
721730,721730
721790,721790
721810,721810
721891,721891
721899,721899
721911,721911
721912,721912
721913,721913
721914,721914
721921,721921
721922,721922
721923,721923
721924,721924
721931,721931
721932,721932
721933,721933
721934,721934
721935,721935
721990,721990
722011,722011
722012,722012
722020,722020
722090,722090
722100,722100
722211,722211
722219,722219
722220,722220
722230,722230
722240,722240
722300,722300
722410,722410
722490,722490
722511,722511
722519,722519
722530,722530
722540,722540
722550,722550
722591,722591
722592,722592
722599,722599
722611,722611
722619,722619
722620,722620
722691,722691
722692,722692
722699,722699
722710,722710
722720,722720
722790,722790
722810,722810
722820,722820
722830,722830
722840,722840
722850,722850
722860,722860
722870,722870
722880,722880
722920,722920
722990,722990
730110,730110
730120,730120
730210,730210
730230,730230
730240,730240
730290,730290
730300,730300
730411,730411
730419,730419
730422,730422
730423,730423
730424,730424
730429,730429
730431,730431
730439,730439
730441,730441
730449,730449
730451,730451
730459,730459
730490,730490
730511,730511
730512,730512
730519,730519
730520,730520
730531,730531
730539,730539
730590,730590
730611,730611
730619,730619
730621,730621
730629,730629
730630,730630
730640,730640
730650,730650
730661,730661
730669,730669
730690,730690
730711,730711
730719,730719
730721,730721
730722,730722
730723,730723
730729,730729
730791,730791
730792,730792
730793,730793
730799,730799
730810,730810
730820,730820
730830,730830
730840,730840
730890,730890
730900,730900
731010,731010
731021,731021
731029,731029
731100,731100
731210,731210
731290,731290
731300,731300
731412,731412
731414,731414
731419,731419
731420,731420
731431,731431
731439,731439
731441,731441
731442,731442
731449,731449
731450,731450
731511,731511
731512,731512
731519,731519
731520,731520
731581,731581
731582,731582
731589,731589
731590,731590
731600,731600
731700,731700
731811,731811
731812,731812
731813,731813
731814,731814
731815,731815
731816,731816
731819,731819
731821,731821
731822,731822
731823,731823
731824,731824
731829,731829
731940,731940
731990,731990
732010,732010
732020,732020
732090,732090
732111,732111
732112,732112
732119,732119
732181,732181
732182,732182
732189,732189
732190,732190
732211,732211
732219,732219
732290,732290
732310,732310
732391,732391
732392,732392
732393,732393
732394,732394
732399,732399
732410,732410
732421,732421
732429,732429
732490,732490
732510,732510
732591,732591
732599,732599
732611,732611
732619,732619
732620,732620
732690,732690
740100,740100
740200,740200
740311,740311
740312,740312
740313,740313
740319,740319
740321,740321
740322,740322
740329,740329
740400,740400
740500,740500
740610,740610
740620,740620
740710,740710
740721,740721
740729,740729
740811,740811
740819,740819
740821,740821
740822,740822
740829,740829
740911,740911
740919,740919
740921,740921
740929,740929
740931,740931
740939,740939
740940,740940
740990,740990
741011,741011
741012,741012
741021,741021
741022,741022
741110,741110
741121,741121
741122,741122
741129,741129
741210,741210
741220,741220
741300,741300
741510,741510
741521,741521
741529,741529
741533,741533
741539,741539
741810,741810
741820,741820
741920,741991
741980,741999
750110,750110
750120,750120
750210,750210
750220,750220
750300,750300
750400,750400
750511,750511
750512,750512
750521,750521
750522,750522
750610,750610
750620,750620
750711,750711
750712,750712
750720,750720
750810,750810
750890,750890
760110,760110
760120,760120
760200,760200
760310,760310
760320,760320
760410,760410
760421,760421
760429,760429
760511,760511
760519,760519
760521,760521
760529,760529
760611,760611
760612,760612
760691,760691
760692,760692
760711,760711
760719,760719
760720,760720
760810,760810
760820,760820
760900,760900
761010,761010
761090,761090
761100,761100
761210,761210
761290,761290
761300,761300
761410,761410
761490,761490
761510,761510
761520,761520
761610,761610
761691,761691
761699,761699
780110,780110
780191,780191
780199,780199
780200,780200
780411,780411
780419,780419
780420,780420
780600,780600
790111,790111
790112,790112
790120,790120
790200,790200
790310,790310
790390,790390
790400,790400
790500,790500
790700,790700
800110,800110
800120,800120
800200,800200
800300,800300
800700,800700
810110,810110
810194,810194
810196,810196
810197,810197
810199,810199
810210,810210
810294,810294
810295,810295
810296,810296
810297,810297
810299,810299
810320,810320
810330,810330
810391,810390
810399,810390
810411,810411
810419,810419
810420,810420
810430,810430
810490,810490
810520,810520
810530,810530
810590,810590
810610,810600
810690,810600
810820,810820
810830,810830
810890,810890
810921,810920
810929,810920
810931,810930
810939,810930
810991,810990
810999,810990
811010,811010
811020,811020
811090,811090
811100,811100
811212,811212
811213,811213
811219,811219
811221,811221
811222,811222
811229,811229
811231,811292
811239,811299
811241,811292
811249,811299
811251,811251
811252,811252
811259,811259
811261,810730
811269,810720
811292,811292
811299,811299
811300,811300
820110,820110
820130,820130
820140,820140
820150,820150
820160,820160
820190,820190
820210,820210
820220,820220
820231,820231
820239,820239
820240,820240
820291,820291
820299,820299
820310,820310
820320,820320
820330,820330
820340,820340
820411,820411
820412,820412
820420,820420
820510,820510
820520,820520
820530,820530
820540,820540
820551,820551
820559,820559
820560,820560
820570,820570
820590,820590
820600,820600
820713,820713
820719,820719
820720,820720
820730,820730
820740,820740
820750,820750
820760,820760
820770,820770
820780,820780
820790,820790
820810,820810
820820,820820
820830,820830
820840,820840
820890,820890
820900,820900
821000,821000
821110,821110
821191,821191
821192,821192
821193,821193
821194,821194
821195,821195
821210,821210
821220,821220
821290,821290
821300,821300
821410,821410
821420,821420
821490,821490
821510,821510
821520,821520
821591,821591
821599,821599
830110,830110
830120,830120
830130,830130
830140,830140
830150,830150
830160,830160
830170,830170
830210,830210
830220,830220
830230,830230
830241,830241
830242,830242
830249,830249
830250,830250
830260,830260
830300,830300
830400,830400
830510,830510
830520,830520
830590,830590
830610,830610
830621,830621
830629,830629
830630,830630
830710,830710
830790,830790
830810,830810
830820,830820
830890,830890
830910,830910
830990,830990
831000,831000
831110,831110
831120,831120
831130,831130
831190,831190
840110,840110
840120,840120
840130,840130
840140,840140
840211,840211
840212,840212
840219,840219
840220,840220
840290,840290
840310,840310
840390,840390
840410,840410
840420,840420
840490,840490
840510,840510
840590,840590
840610,840610
840681,840681
840682,840682
840690,840690
840710,840710
840721,840721
840729,840729
840731,840731
840732,840732
840733,840733
840734,840734
840790,840790
840810,840810
840820,840820
840890,840890
840910,840910
840991,840991
840999,840999
841011,841011
841012,841012
841013,841013
841090,841090
841111,841111
841112,841112
841121,841121
841122,841122
841181,841181
841182,841182
841191,841191
841199,841199
841210,841210
841221,841221
841229,841229
841231,841231
841239,841239
841280,841280
841290,841290
841311,841311
841319,841319
841320,841320
841330,841330
841340,841340
841350,841350
841360,841360
841370,841370
841381,841381
841382,841382
841391,841391
841392,841392
841410,841410
841420,841420
841430,841430
841440,841440
841451,841451
841459,841459
841460,841460
841470,842139
841480,841480
841490,841490
841510,841510
841520,841520
841581,841581
841582,841582
841583,841583
841590,841590
841610,841610
841620,841620
841630,841630
841690,841690
841710,841710
841720,841720
841780,841780
841790,841790
841810,841810
841821,841821
841829,841829
841830,841830
841840,841840
841850,841850
841861,841861
841869,841869
841891,841891
841899,841899
841911,841911
841912,841919
841919,841919
841920,841920
841933,841939
841934,841931
841935,841932
841939,841939
841940,841940
841950,841950
841960,841960
841981,841981
841989,841989
841990,841990
842010,842010
842091,842091
842099,842099
842111,842111
842112,842112
842119,842119
842121,842121
842122,842122
842123,842123
842129,842129
842131,842131
842132,842139
842139,842139
842191,842191
842199,842199
842211,842211
842219,842219
842220,842220
842230,842230
842240,842240
842290,842290
842310,842310
842320,842320
842330,842330
842381,842381
842382,842382
842389,842389
842390,842390
842410,842410
842420,842420
842430,842430
842441,842441
842449,842449
842482,842482
842489,842489
842490,842490
842511,842511
842519,842519
842531,842531
842539,842539
842541,842541
842542,842542
842549,842549
842611,842611
842612,842612
842619,842619
842620,842620
842630,842630
842641,842641
842649,842649
842691,842691
842699,842699
842710,842710
842720,842720
842790,842790
842810,842810
842820,842820
842831,842831
842832,842832
842833,842833
842839,842839
842840,842840
842860,842860
842870,842890
842890,842890
842911,842911
842919,842919
842920,842920
842930,842930
842940,842940
842951,842951
842952,842952
842959,842959
843010,843010
843020,843020
843031,843031
843039,843039
843041,843041
843049,843049
843050,843050
843061,843061
843069,843069
843110,843110
843120,843120
843131,843131
843139,843139
843141,843141
843142,843142
843143,843143
843149,843149
843210,843210
843221,843221
843229,843229
843231,843231
843239,843239
843241,843241
843242,843242
843280,843280
843290,843290
843311,843311
843319,843319
843320,843320
843330,843330
843340,843340
843351,843351
843352,843352
843353,843353
843359,843359
843360,843360
843390,843390
843410,843410
843420,843420
843490,843490
843510,843510
843590,843590
843610,843610
843621,843621
843629,843629
843680,843680
843691,843691
843699,843699
843710,843710
843780,843780
843790,843790
843810,843810
843820,843820
843830,843830
843840,843840
843850,843850
843860,843860
843880,843880
843890,843890
843910,843910
843920,843920
843930,843930
843991,843991
843999,843999
844010,844010
844090,844090
844110,844110
844120,844120
844130,844130
844140,844140
844180,844180
844190,844190
844230,844230
844240,844240
844250,844250
844311,844311
844312,844312
844313,844313
844314,844314
844315,844315
844316,844316
844317,844317
844319,844319
844331,844331
844332,844332
844339,844339
844391,844391
844399,844399
844400,844400
844511,844511
844512,844512
844513,844513
844519,844519
844520,844520
844530,844530
844540,844540
844590,844590
844610,844610
844621,844621
844629,844629
844630,844630
844711,844711
844712,844712
844720,844720
844790,844790
844811,844811
844819,844819
844820,844820
844831,844831
844832,844832
844833,844833
844839,844839
844842,844842
844849,844849
844851,844851
844859,844859
844900,844900
845011,845011
845012,845012
845019,845019
845020,845020
845090,845090
845110,845110
845121,845121
845129,845129
845130,845130
845140,845140
845150,845150
845180,845180
845190,845190
845210,845210
845221,845221
845229,845229
845230,845230
845290,845290
845310,845310
845320,845320
845380,845380
845390,845390
845410,845410
845420,845420
845430,845430
845490,845490
845510,845510
845521,845521
845522,845522
845530,845530
845590,845590
845611,845611
845612,845612
845620,845620
845630,845630
845640,845640
845650,845650
845690,845690
845710,845710
845720,845720
845730,845730
845811,845811
845819,845819
845891,845891
845899,845899
845910,845910
845921,845921
845929,845929
845931,845931
845939,845939
845941,845941
845949,845949
845951,845951
845959,845959
845961,845961
845969,845969
845970,845970
846012,846012
846019,846019
846022,846022
846023,846023
846024,846024
846029,846029
846031,846031
846039,846039
846040,846040
846090,846090
846120,846120
846130,846130
846140,846140
846150,846150
846190,846190
846211,846210
846219,846210
846222,846221
846223,846221
846224,846221
846225,846221
846226,846221
846229,846229
846232,846239
846233,846231
846239,846239
846242,846299
846249,846249
846251,846221
846259,846210
846261,846291
846262,846299
846263,846299
846269,846299
846290,846299
846310,846310
846320,846320
846330,846330
846390,846390
846410,846410
846420,846420
846490,846490
846510,846510
846520,846520
846591,846591
846592,846592
846593,846593
846594,846594
846595,846595
846596,846596
846599,846599
846610,846610
846620,846620
846630,846630
846691,846691
846692,846692
846693,846693
846694,846694
846711,846711
846719,846719
846721,846721
846722,846722
846729,846729
846781,846781
846789,846789
846791,846791
846792,846792
846799,846799
846810,846810
846820,846820
846880,846880
846890,846890
847010,847010
847021,847021
847029,847029
847030,847030
847050,847050
847090,847090
847130,847130
847141,847141
